STATE/UT,YEAR,TYPE,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,TOTAL
Tripura,2005,Road Accidents,11,3,90,185,142,145,76,10,3,90,185,142,1082
Tripura,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Road Accidents,12,34,191,219,184,90,42,21,34,191,219,184,1421
Tripura,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2007,Road Accidents,7,5,165,199,213,132,59,21,5,165,199,213,1383
Tripura,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2008,Road Accidents,17,26,78,187,166,143,114,36,26,78,187,166,1224
Tripura,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2009,Road Accidents,10,13,101,179,185,215,105,57,13,101,179,185,1343
Tripura,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2009,Other Railway Accidents,0,0,0,5,0,3,0,0,0,0,5,0,13
Tripura,2010,Road Accidents,8,17,113,205,175,183,130,70,17,113,205,175,1411
Tripura,2010,Rail-Road Accidents,1,1,1,0,2,0,1,0,1,1,0,2,10
Tripura,2010,Other Railway Accidents,0,0,1,0,0,0,1,0,0,1,0,0,3
Tripura,2011,Road Accidents,4,13,88,157,194,183,141,54,13,88,157,194,1286
Tripura,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2012,Road Accidents,10,18,88,195,160,205,147,65,18,88,195,160,1349
Tripura,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Road Accidents,2324,3659,2336,2243,1971,2075,2002,1311,3659,2336,2243,1971,28130
Uttar Pradesh,2001,Rail-Road Accidents,24,39,47,37,25,38,23,34,39,47,37,25,415
Uttar Pradesh,2001,Other Railway Accidents,127,186,224,192,189,144,172,125,186,224,192,189,2150
Uttar Pradesh,2002,Road Accidents,1444,1716,1440,2197,2015,2098,2072,1475,1716,1440,2197,2015,21825
Uttar Pradesh,2002,Rail-Road Accidents,32,30,44,38,33,41,37,38,30,44,38,33,438
Uttar Pradesh,2002,Other Railway Accidents,175,217,223,226,150,150,142,191,217,223,226,150,2290
Uttar Pradesh,2003,Road Accidents,1087,1322,1764,1721,1365,1448,1497,1150,1322,1764,1721,1365,17526
Uttar Pradesh,2003,Rail-Road Accidents,18,37,33,50,36,45,29,33,37,33,50,36,437
Uttar Pradesh,2003,Other Railway Accidents,253,298,317,309,322,310,310,202,298,317,309,322,3567
Uttar Pradesh,2004,Road Accidents,1262,1645,1970,2000,1838,1933,2072,1654,1645,1970,2000,1838,21827
Uttar Pradesh,2004,Rail-Road Accidents,69,64,79,60,58,67,78,88,64,79,60,58,824
Uttar Pradesh,2004,Other Railway Accidents,249,331,356,360,292,289,293,280,331,356,360,292,3789
Uttar Pradesh,2005,Road Accidents,1226,1598,2145,2233,1956,2052,1951,1528,1598,2145,2233,1956,22621
Uttar Pradesh,2005,Rail-Road Accidents,15,26,25,38,28,20,57,35,26,25,38,28,361
Uttar Pradesh,2005,Other Railway Accidents,268,365,269,227,169,285,362,307,365,269,227,169,3282
Uttar Pradesh,2006,Road Accidents,1860,1731,2252,2506,1951,2189,2035,1683,1731,2252,2506,1951,24647
Uttar Pradesh,2006,Rail-Road Accidents,204,77,87,92,69,83,102,100,77,87,92,69,1139
Uttar Pradesh,2006,Other Railway Accidents,244,330,305,261,152,285,292,289,330,305,261,152,3206
Uttar Pradesh,2007,Road Accidents,1615,1793,2790,2835,2282,2509,2351,1856,1793,2790,2835,2282,27731
Uttar Pradesh,2007,Rail-Road Accidents,20,18,58,46,16,21,34,14,18,58,46,16,365
Uttar Pradesh,2007,Other Railway Accidents,254,369,359,339,354,298,325,287,369,359,339,354,4006
Uttar Pradesh,2008,Road Accidents,1791,2236,2572,2723,2467,2672,2592,2011,2236,2572,2723,2467,29062
Uttar Pradesh,2008,Rail-Road Accidents,57,68,166,142,123,104,77,69,68,166,142,123,1305
Uttar Pradesh,2008,Other Railway Accidents,350,504,463,435,413,365,289,208,504,463,435,413,4842
Uttar Pradesh,2009,Road Accidents,2219,2894,1338,3478,2989,3074,3404,2589,2894,1338,3478,2989,32684
Uttar Pradesh,2009,Rail-Road Accidents,128,146,170,156,168,149,148,197,146,170,156,168,1902
Uttar Pradesh,2009,Other Railway Accidents,222,428,394,400,311,286,321,311,428,394,400,311,4206
Uttar Pradesh,2010,Road Accidents,2232,2924,3602,3588,3208,3194,3573,3095,2924,3602,3588,3208,38738
Uttar Pradesh,2010,Rail-Road Accidents,127,142,122,83,74,84,100,103,142,122,83,74,1256
Uttar Pradesh,2010,Other Railway Accidents,332,570,485,380,361,318,373,324,570,485,380,361,4939
Uttar Pradesh,2011,Road Accidents,2096,3012,3009,3501,3137,3450,3617,2691,3012,3009,3501,3137,37172
Uttar Pradesh,2011,Rail-Road Accidents,47,79,79,76,70,39,48,45,79,79,76,70,787
Uttar Pradesh,2011,Other Railway Accidents,405,724,583,465,489,424,429,419,724,583,465,489,6199
Uttar Pradesh,2012,Road Accidents,1994,2708,3424,3600,3128,3619,3620,2385,2708,3424,3600,3128,37338
Uttar Pradesh,2012,Rail-Road Accidents,40,65,81,72,78,58,66,43,65,81,72,78,799
Uttar Pradesh,2012,Other Railway Accidents,430,653,466,426,363,332,330,353,653,466,426,363,5261
Uttarakhand,2001,Road Accidents,94,152,138,130,124,118,141,106,152,138,130,124,1547
Uttarakhand,2001,Rail-Road Accidents,2,2,3,2,0,0,0,0,2,3,2,0,16
Uttarakhand,2001,Other Railway Accidents,0,0,2,3,1,2,0,0,0,2,3,1,14
Uttarakhand,2002,Road Accidents,33,65,153,231,222,240,104,69,65,153,231,222,1788
Uttarakhand,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2002,Other Railway Accidents,4,8,13,8,9,3,5,1,8,13,8,9,89
Uttarakhand,2003,Road Accidents,47,40,143,259,264,194,156,83,40,143,259,264,1892
Uttarakhand,2003,Rail-Road Accidents,1,2,2,3,1,4,1,0,2,2,3,1,22
Uttarakhand,2003,Other Railway Accidents,5,9,8,3,1,1,4,2,9,8,3,1,54
Uttarakhand,2004,Road Accidents,49,38,152,214,247,281,178,93,38,152,214,247,1903
Uttarakhand,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2004,Other Railway Accidents,0,5,3,0,0,0,2,0,5,3,0,0,18
Uttarakhand,2005,Road Accidents,36,45,146,234,268,252,228,123,45,146,234,268,2025
Uttarakhand,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2005,Other Railway Accidents,0,2,5,6,3,3,4,0,2,5,6,3,39
Uttarakhand,2006,Road Accidents,39,44,187,245,268,299,238,141,44,187,245,268,2205
Uttarakhand,2006,Rail-Road Accidents,0,2,2,0,0,0,1,0,2,2,0,0,9
Uttarakhand,2006,Other Railway Accidents,10,11,12,9,11,9,11,5,11,12,9,11,121
Uttarakhand,2007,Road Accidents,42,53,226,303,336,241,197,124,53,226,303,336,2440
Uttarakhand,2007,Rail-Road Accidents,0,0,1,2,2,2,0,0,0,1,2,2,12
Uttarakhand,2007,Other Railway Accidents,1,3,8,10,6,9,8,3,3,8,10,6,75
Uttarakhand,2008,Road Accidents,73,86,173,209,237,271,213,147,86,173,209,237,2114
Uttarakhand,2008,Rail-Road Accidents,0,0,0,0,0,7,1,0,0,0,0,0,8
Uttarakhand,2008,Other Railway Accidents,6,7,4,1,2,1,1,2,7,4,1,2,38
Uttarakhand,2009,Road Accidents,47,67,210,254,234,284,186,101,67,210,254,234,2148
Uttarakhand,2009,Rail-Road Accidents,0,2,7,5,4,4,2,0,2,7,5,4,42
Uttarakhand,2009,Other Railway Accidents,0,8,6,10,12,18,3,1,8,6,10,12,94
Uttarakhand,2010,Road Accidents,51,107,179,214,275,308,202,143,107,179,214,275,2254
Uttarakhand,2010,Rail-Road Accidents,0,2,2,4,2,2,2,0,2,2,4,2,24
Uttarakhand,2010,Other Railway Accidents,1,2,4,3,2,1,4,3,2,4,3,2,31
Uttarakhand,2011,Road Accidents,35,43,183,288,280,288,241,137,43,183,288,280,2289
Uttarakhand,2011,Rail-Road Accidents,0,1,1,2,1,0,0,0,1,1,2,1,10
Uttarakhand,2011,Other Railway Accidents,10,0,6,5,4,5,14,10,0,6,5,4,69
Uttarakhand,2012,Road Accidents,36,80,171,283,205,275,308,97,80,171,283,205,2194
Uttarakhand,2012,Rail-Road Accidents,0,4,2,1,1,2,2,5,4,2,1,1,25
Uttarakhand,2012,Other Railway Accidents,1,10,9,12,7,7,12,12,10,9,12,7,108
West Bengal,2001,Road Accidents,832,1161,1372,1862,1759,1677,1808,959,1161,1372,1862,1759,17584
West Bengal,2001,Rail-Road Accidents,0,1,6,0,8,7,3,2,1,6,0,8,42
West Bengal,2001,Other Railway Accidents,106,202,444,395,350,362,371,267,202,444,395,350,3888
West Bengal,2002,Road Accidents,776,1240,1461,1907,1782,1497,1549,1025,1240,1461,1907,1782,17627
West Bengal,2002,Rail-Road Accidents,0,0,0,0,0,2,0,1,0,0,0,0,3
West Bengal,2002,Other Railway Accidents,218,275,375,386,358,325,322,276,275,375,386,358,3929
West Bengal,2003,Road Accidents,726,1182,1442,1989,1726,1644,1624,1042,1182,1442,1989,1726,17714
West Bengal,2003,Rail-Road Accidents,20,18,24,29,19,32,29,23,18,24,29,19,284
West Bengal,2003,Other Railway Accidents,243,246,359,337,322,274,239,197,246,359,337,322,3481
West Bengal,2004,Road Accidents,1117,1388,1582,2061,1774,1848,1258,1124,1388,1582,2061,1774,18957
West Bengal,2004,Rail-Road Accidents,88,143,114,134,147,159,158,124,143,114,134,147,1605
West Bengal,2004,Other Railway Accidents,35,145,206,146,116,225,209,103,145,206,146,116,1798
West Bengal,2005,Road Accidents,1067,1284,1626,2005,1709,1846,1629,1015,1284,1626,2005,1709,18805
West Bengal,2005,Rail-Road Accidents,144,141,127,162,153,138,133,130,141,127,162,153,1711
West Bengal,2005,Other Railway Accidents,145,166,402,314,276,408,266,136,166,402,314,276,3271
West Bengal,2006,Road Accidents,1143,1470,1772,2033,1897,1929,1825,1016,1470,1772,2033,1897,20257
West Bengal,2006,Rail-Road Accidents,100,85,40,48,52,70,90,88,85,40,48,52,798
West Bengal,2006,Other Railway Accidents,198,250,194,213,181,245,375,306,250,194,213,181,2800
West Bengal,2007,Road Accidents,1203,1567,1621,2179,2106,2201,1752,1325,1567,1621,2179,2106,21427
West Bengal,2007,Rail-Road Accidents,178,156,92,115,99,125,162,135,156,92,115,99,1524
West Bengal,2007,Other Railway Accidents,173,237,191,215,171,199,272,384,237,191,215,171,2656
West Bengal,2008,Road Accidents,888,1150,1600,1960,1756,1689,1554,950,1150,1600,1960,1756,18013
West Bengal,2008,Rail-Road Accidents,79,79,60,78,69,76,103,62,79,60,78,69,892
West Bengal,2008,Other Railway Accidents,141,198,307,303,231,229,304,177,198,307,303,231,2929
West Bengal,2009,Road Accidents,942,1353,1771,2427,2158,2256,1791,1261,1353,1771,2427,2158,21668
West Bengal,2009,Rail-Road Accidents,2,4,2,4,4,3,0,1,4,2,4,4,34
West Bengal,2009,Other Railway Accidents,130,310,372,504,388,312,361,225,310,372,504,388,4176
West Bengal,2010,Road Accidents,1241,1397,1721,2508,2272,2296,1831,1459,1397,1721,2508,2272,22623
West Bengal,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Other Railway Accidents,144,327,442,352,365,358,407,251,327,442,352,365,4132
West Bengal,2011,Road Accidents,1200,1493,1687,2553,2182,2196,1812,1345,1493,1687,2553,2182,22383
West Bengal,2011,Rail-Road Accidents,32,131,77,63,61,52,60,40,131,77,63,61,848
West Bengal,2011,Other Railway Accidents,123,323,400,310,283,293,394,238,323,400,310,283,3680
West Bengal,2012,Road Accidents,1346,1511,1837,2831,2328,2268,1966,1521,1511,1837,2831,2328,24115
West Bengal,2012,Rail-Road Accidents,0,4,0,3,1,2,5,0,4,0,3,1,23
West Bengal,2012,Other Railway Accidents,146,347,435,365,325,331,417,262,347,435,365,325,4100
A & N Islands,2001,Road Accidents,2,6,29,40,39,40,18,7,6,29,40,39,295
A & N Islands,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2002,Road Accidents,2,6,22,41,33,33,23,8,6,22,41,33,270
A & N Islands,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2003,Road Accidents,2,8,31,35,28,36,25,15,8,31,35,28,282
A & N Islands,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2004,Road Accidents,2,5,29,42,43,43,37,14,5,29,42,43,334
A & N Islands,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2005,Road Accidents,0,8,27,28,38,42,50,13,8,27,28,38,307
A & N Islands,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2006,Road Accidents,1,3,17,33,33,23,38,7,3,17,33,33,241
A & N Islands,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2007,Road Accidents,2,5,20,30,30,27,31,7,5,20,30,30,237
A & N Islands,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2008,Road Accidents,3,7,33,24,40,31,40,13,7,33,24,40,295
A & N Islands,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2009,Road Accidents,2,6,35,41,64,54,50,19,6,35,41,64,417
A & N Islands,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2010,Road Accidents,2,10,36,45,64,57,53,18,10,36,45,64,440
A & N Islands,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2011,Road Accidents,4,3,36,27,46,50,51,18,3,36,27,46,347
A & N Islands,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2012,Road Accidents,4,6,26,29,54,45,58,14,6,26,29,54,351
A & N Islands,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Road Accidents,15,10,41,81,81,90,94,81,10,41,81,81,706
Chandigarh,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2002,Road Accidents,40,49,54,63,68,74,89,57,49,54,63,68,728
Chandigarh,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Road Accidents,17,10,35,54,63,85,111,68,10,35,54,63,605
Chandigarh,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2004,Road Accidents,20,4,27,65,80,72,72,71,4,27,65,80,587
Chandigarh,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Road Accidents,23,15,30,70,88,95,117,90,15,30,70,88,731
Chandigarh,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2006,Road Accidents,28,8,35,58,93,83,114,102,8,35,58,93,715
Chandigarh,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2007,Road Accidents,29,9,39,77,80,75,122,105,9,39,77,80,741
Chandigarh,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Road Accidents,27,15,35,50,76,68,108,98,15,35,50,76,653
Chandigarh,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Road Accidents,29,15,43,54,56,53,91,83,15,43,54,56,592
Chandigarh,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Road Accidents,17,19,45,62,57,78,94,84,19,45,62,57,639
Chandigarh,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2011,Road Accidents,33,47,27,52,47,38,109,88,47,27,52,47,614
Chandigarh,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2012,Road Accidents,22,7,36,49,60,62,94,82,7,36,49,60,564
Chandigarh,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2001,Road Accidents,3,0,13,13,13,17,20,8,0,13,13,13,126
D & N Haveli,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2002,Road Accidents,1,2,11,11,7,17,19,12,2,11,11,7,111
D & N Haveli,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2003,Road Accidents,4,2,4,12,10,12,17,12,2,4,12,10,101
D & N Haveli,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2004,Road Accidents,7,8,7,15,19,22,22,11,8,7,15,19,160
D & N Haveli,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2005,Road Accidents,6,3,14,20,17,24,32,11,3,14,20,17,181
D & N Haveli,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2006,Road Accidents,2,6,8,10,17,18,28,14,6,8,10,17,144
D & N Haveli,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2007,Road Accidents,9,1,10,13,16,17,29,21,1,10,13,16,156
D & N Haveli,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2008,Road Accidents,2,2,7,17,15,20,30,23,2,7,17,15,157
D & N Haveli,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2009,Road Accidents,1,0,5,6,3,6,14,10,0,5,6,3,59
D & N Haveli,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2010,Road Accidents,2,0,11,8,11,13,21,13,0,11,8,11,109
D & N Haveli,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2011,Road Accidents,4,2,8,10,13,20,32,14,2,8,10,13,136
D & N Haveli,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2012,Road Accidents,3,1,9,9,11,18,21,13,1,9,9,11,115
D & N Haveli,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N Haveli,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Road Accidents,0,2,2,6,9,9,5,2,2,2,6,9,54
Daman & Diu,2001,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Road Accidents,7,6,7,8,7,10,13,10,6,7,8,7,96
Daman & Diu,2002,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Road Accidents,4,0,3,5,10,15,17,18,0,3,5,10,90
Daman & Diu,2003,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Road Accidents,5,0,4,7,6,9,10,6,0,4,7,6,64
Daman & Diu,2004,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Road Accidents,4,0,1,10,9,11,12,10,0,1,10,9,77
Daman & Diu,2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Road Accidents,3,1,5,7,10,12,7,12,1,5,7,10,80
Daman & Diu,2006,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Road Accidents,7,0,1,2,14,10,17,9,0,1,2,14,77
Daman & Diu,2007,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Road Accidents,4,1,3,6,6,9,11,10,1,3,6,6,66
Daman & Diu,2008,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Road Accidents,1,0,3,2,5,5,4,1,0,3,2,5,31
Daman & Diu,2009,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Road Accidents,1,1,1,4,5,8,8,8,1,1,4,5,47
Daman & Diu,2010,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Road Accidents,2,0,2,4,7,3,2,1,0,2,4,7,34
Daman & Diu,2011,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Road Accidents,1,1,4,4,9,11,13,7,1,4,4,9,68
Daman & Diu,2012,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi (Ut),2001,Road Accidents,998,762,1102,1176,1140,1189,1393,1522,762,1102,1176,1140,13462
Delhi (Ut),2001,Rail-Road Accidents,0,0,0,0,1,4,2,0,0,0,0,1,8
Delhi (Ut),2001,Other Railway Accidents,59,100,116,103,102,115,197,82,100,116,103,102,1295
Delhi (Ut),2002,Road Accidents,788,527,931,1132,1148,1200,1491,1493,527,931,1132,1148,12448
Delhi (Ut),2002,Rail-Road Accidents,0,0,2,1,1,1,2,0,0,2,1,1,11
Delhi (Ut),2002,Other Railway Accidents,39,98,197,151,85,71,100,77,98,197,151,85,1349
Delhi (Ut),2003,Road Accidents,764,565,906,1091,1151,1248,1507,1637,565,906,1091,1151,12582
Delhi (Ut),2003,Rail-Road Accidents,1,0,0,0,1,0,0,1,0,0,0,1,4
Delhi (Ut),2003,Other Railway Accidents,55,102,134,88,89,114,144,81,102,134,88,89,1220
Delhi (Ut),2004,Road Accidents,836,709,817,1189,1230,1206,1617,1506,709,817,1189,1230,13055
Delhi (Ut),2004,Rail-Road Accidents,1,0,1,0,0,1,4,0,0,1,0,0,8
Delhi (Ut),2004,Other Railway Accidents,29,72,137,116,94,100,136,77,72,137,116,94,1180
Delhi (Ut),2005,Road Accidents,825,640,988,1250,1264,1387,1708,1518,640,988,1250,1264,13722
Delhi (Ut),2005,Rail-Road Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi (Ut),2005,Other Railway Accidents,37,94,155,122,75,112,133,79,94,155,122,75,1253
Delhi (Ut),2006,Road Accidents,964,743,946,1270,1207,1328,1592,1649,743,946,1270,1207,13865
Delhi (Ut),2006,Rail-Road Accidents,0,1,0,0,0,0,0,0,1,0,0,0,2
